tsa_id,species,order,family,oskar,TSA,bioproject,biosample,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029112,None,larva,None,None,0,0,None,larvae,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029113,None,larva,None,None,0,0,None,larvae,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029114,None,larva,None,None,0,0,None,larvae,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029109,None,None,light organ,light organ,0,0,light organ,None,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029111,None,None,light organ,light organ,0,0,light organ,None,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029113,None,None,light organ,light organ,0,0,light organ,None,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029110,None,None,whole larva excluding light organ,whole larva excluding light organ,0,0,whole organism,None,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029112,None,None,whole larva excluding light organ,whole larva excluding light organ,0,0,whole organism,None,None
GBSB,diabrotica_virgifera,Coleoptera,Chrysomelidae,not found,GBSB00000000.1,PRJNA260164,SAMN04029114,None,None,whole larva excluding light organ,whole larva excluding light organ,0,0,whole organism,None,None
GBGG,themira_biloba,Diptera,Sepsidae,not found,GBGG00000000.1,PRJNA218740,SAMN02086094,None,None,None,None,0,0,None,None,None
GAUK,ephemera_danica,Ephemeroptera,Ephemeridae,not found,GAUK00000000.2,PRJNA219552,SAMN02047194,None,None,None,None,0,0,None,None,None
GEOC,dyseriocrania_griseocapitella,Lepidoptera,Eriocraniidae,not found,GEOC00000000.1,PRJNA298054,SAMN04155506,None,larva,None,None,0,0,None,larvae,None
GEOC,dyseriocrania_griseocapitella,Lepidoptera,Eriocraniidae,not found,GEOC00000000.1,PRJNA298054,SAMN04155506,None,None,entire organism,entire organism,0,0,whole organism,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256981,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256981,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256982,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256982,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256983,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256983,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256984,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256984,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256985,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256985,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256986,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256986,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256987,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256987,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256988,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256988,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256989,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256989,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256990,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256990,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256991,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256991,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256992,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256992,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256993,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256993,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256994,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256994,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256995,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256995,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256996,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256996,female,None,None,None,0,0,None,None,female
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256997,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256997,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256998,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256998,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256999,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256999,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257000,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257000,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257001,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257001,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257002,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257002,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257003,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257003,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257004,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257004,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257005,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257005,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257006,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257006,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257007,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257007,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257008,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257008,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257009,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257009,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257010,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257010,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257011,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257011,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257012,None,adult,None,None,0,0,None,adult,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257012,male,None,None,None,0,0,None,None,male
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256981,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256982,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256983,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256984,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256985,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256986,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256987,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256988,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256997,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256998,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256999,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257000,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257001,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257002,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257003,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257004,None,None,fat body,fat body,0,0,fat body,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256989,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256990,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256991,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256992,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256993,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256994,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256995,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03256996,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257005,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257006,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257007,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257008,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257009,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257010,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257011,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GDKA,rhynchophorus_ferrugineus,Coleoptera,Curculionidae,not found,GDKA00000000.1,PRJNA275430,SAMN03257012,None,None,anterior midgut,anterior midgut,0,0,midgut,None,None
GBNF,harpactus_elegans,Hymenoptera,Crabronidae,not found,GBNF00000000.1,PRJNA252247,SAMN02870308,male,None,None,None,0,0,None,None,male
GBNF,harpactus_elegans,Hymenoptera,Crabronidae,not found,GBNF00000000.1,PRJNA252247,SAMN02870308,None,adult,None,None,0,0,None,adult,None
GBNF,harpactus_elegans,Hymenoptera,Crabronidae,not found,GBNF00000000.1,PRJNA252247,SAMN02870308,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBWM,diaeretus_essigellae,Hymenoptera,Braconidae,not found,GBWM00000000.1,PRJNA252278,SAMN02870278,missing,None,None,None,0,0,None,None,undetermined sex
GBWM,diaeretus_essigellae,Hymenoptera,Braconidae,not found,GBWM00000000.1,PRJNA252278,SAMN02870278,None,adult,None,None,0,0,None,adult,None
GBWM,diaeretus_essigellae,Hymenoptera,Braconidae,not found,GBWM00000000.1,PRJNA252278,SAMN02870278,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBTM,anthophora_plumipes,Hymenoptera,Apidae,not found,GBTM00000000.1,PRJNA252326,SAMN02870212,male,None,None,None,0,0,None,None,male
GBTM,anthophora_plumipes,Hymenoptera,Apidae,not found,GBTM00000000.1,PRJNA252326,SAMN02870212,None,adult,None,None,0,0,None,adult,None
GBTM,anthophora_plumipes,Hymenoptera,Apidae,not found,GBTM00000000.1,PRJNA252326,SAMN02870212,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBWS,aulacus_burquei,Hymenoptera,Aulacidae,found,GBWS00000000.1,PRJNA252132,SAMN02870218,missing,None,None,None,0,0,None,None,undetermined sex
GBWS,aulacus_burquei,Hymenoptera,Aulacidae,found,GBWS00000000.1,PRJNA252132,SAMN02870218,None,adult,None,None,0,0,None,adult,None
GBWS,aulacus_burquei,Hymenoptera,Aulacidae,found,GBWS00000000.1,PRJNA252132,SAMN02870218,None,None,whole organism,whole organism,0,0,whole organism,None,None
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496284,None,nymph,None,None,0,0,None,nymph,None
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496284,pooled male and female,None,None,None,0,0,None,None,pooled sex
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496285,None,adult,None,None,0,0,None,adult,None
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496285,male,None,None,None,0,0,None,None,male
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496286,None,adult,None,None,0,0,None,adult,None
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496286,female,None,None,None,0,0,None,None,female
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496284,None,None,antennae,antennae,0,0,antennae,None,None
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496285,None,None,antennae,antennae,0,0,antennae,None,None
GECK,rhodnius_prolixus,Hemiptera,Reduviidae,not found,GECK00000000.1,PRJNA281760,SAMN03496286,None,None,antennae,antennae,0,0,antennae,None,None
GEBQ,graphocephala_atropunctata,Hemiptera,Cicadellidae,not found,GEBQ00000000.1,PRJNA299492,SAMN04293489,None,adult,None,None,0,0,None,adult,None
GEBQ,graphocephala_atropunctata,Hemiptera,Cicadellidae,not found,GEBQ00000000.1,PRJNA299492,SAMN04293490,None,adult,None,None,0,0,None,adult,None
GEBQ,graphocephala_atropunctata,Hemiptera,Cicadellidae,not found,GEBQ00000000.1,PRJNA299492,SAMN04293491,None,adult,None,None,0,0,None,adult,None
GEBQ,graphocephala_atropunctata,Hemiptera,Cicadellidae,not found,GEBQ00000000.1,PRJNA299492,SAMN04293489,None,None,whole organism,whole organism,0,0,whole organism,None,None
GEBQ,graphocephala_atropunctata,Hemiptera,Cicadellidae,not found,GEBQ00000000.1,PRJNA299492,SAMN04293490,None,None,whole organism,whole organism,0,0,whole organism,None,None
GEBQ,graphocephala_atropunctata,Hemiptera,Cicadellidae,not found,GEBQ00000000.1,PRJNA299492,SAMN04293491,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBUP,trissolcus_semistriatus,Hymenoptera,Scelionidae,found,GBUP00000000.1,PRJNA252237,SAMN02870435,missing,None,None,None,0,0,None,None,undetermined sex
GBUP,trissolcus_semistriatus,Hymenoptera,Scelionidae,found,GBUP00000000.1,PRJNA252237,SAMN02870435,None,adult,None,None,0,0,None,adult,None
GBUP,trissolcus_semistriatus,Hymenoptera,Scelionidae,found,GBUP00000000.1,PRJNA252237,SAMN02870435,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444008,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444009,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444010,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444011,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444012,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444013,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444014,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444015,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444016,male,None,None,None,0,0,None,None,male
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444017,female,None,None,None,0,0,None,None,female
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444018,female,None,None,None,0,0,None,None,female
GAXN,sceliphron_caementarium,Hymenoptera,Sphecidae,not found,GAXN00000000.1,PRJNA195615,SAMN02444019,pooled male and female,None,None,None,0,0,None,None,pooled sex
GENP,acanthopteroctetes_unifascia,Lepidoptera,Acanthopteroctetidae,not found,GENP00000000.1,PRJNA298054,SAMN04155521,None,adult,None,None,0,0,None,adult,None
GENP,acanthopteroctetes_unifascia,Lepidoptera,Acanthopteroctetidae,not found,GENP00000000.1,PRJNA298054,SAMN04155521,None,None,entire organism,entire organism,0,0,whole organism,None,None
GBUO,diprion_pini,Hymenoptera,Diprionidae,found,GBUO00000000.1,PRJNA252226,SAMN02870283,missing,None,None,None,0,0,None,None,undetermined sex
GBUO,diprion_pini,Hymenoptera,Diprionidae,found,GBUO00000000.1,PRJNA252226,SAMN02870283,None,adult,None,None,0,0,None,adult,None
GBUO,diprion_pini,Hymenoptera,Diprionidae,found,GBUO00000000.1,PRJNA252226,SAMN02870283,None,None,whole organism,whole organism,0,0,whole organism,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932798,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932798,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932799,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932799,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932800,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932800,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932801,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932801,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932802,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
