tsa_id,species,order,family,oskar,TSA,bioproject,biosample,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex
GEZZ,diadromus_collaris,Hymenoptera,Ichneumonidae,found,GEZZ00000000.1,PRJNA225661,SAMN02388840,female,None,None,None,0,0,None,None,female
GEZZ,diadromus_collaris,Hymenoptera,Ichneumonidae,found,GEZZ00000000.1,PRJNA225661,SAMN05824024,None,adult,None,None,0,0,None,adult,None
GEZZ,diadromus_collaris,Hymenoptera,Ichneumonidae,found,GEZZ00000000.1,PRJNA225661,SAMN05824024,female,None,None,None,0,0,None,None,female
GEZZ,diadromus_collaris,Hymenoptera,Ichneumonidae,found,GEZZ00000000.1,PRJNA225661,SAMN05824024,None,None,body without venom gland,body without venom gland,0,0,whole organism,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447928,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447928,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447934,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447934,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447940,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447940,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447946,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447946,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447948,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447948,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447954,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447954,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447960,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447960,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447964,None,adult,None,None,0,0,None,adult,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447964,female,None,None,None,0,0,None,None,female
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447948,None,None,brain,brain,1,0,brain,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447954,None,None,brain,brain,1,0,brain,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447960,None,None,brain,brain,1,0,brain,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447964,None,None,brain,brain,1,0,brain,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447928,None,None,legs,legs,0,0,legs,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447934,None,None,legs,legs,0,0,legs,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447940,None,None,legs,legs,0,0,legs,None,None
GFNO,lasius_niger,Hymenoptera,Formicidae,not found,GFNO00000000.1,PRJNA386243,SAMN04447946,None,None,legs,legs,0,0,legs,None,None
GBKZ,sphecodes_albilabris,Hymenoptera,Halictidae,not found,GBKZ00000000.1,PRJNA252332,SAMN02870402,female,None,None,None,0,0,None,None,female
GBKZ,sphecodes_albilabris,Hymenoptera,Halictidae,not found,GBKZ00000000.1,PRJNA252332,SAMN02870402,None,adult,None,None,0,0,None,adult,None
GBKZ,sphecodes_albilabris,Hymenoptera,Halictidae,not found,GBKZ00000000.1,PRJNA252332,SAMN02870402,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAXX,rhyacophila_fasciata,Trichoptera,Rhyacophilidae,not found,GAXX00000000.2,PRJNA219600,SAMN02047190,None,None,None,None,0,0,None,None,None
GAWJ,peruphasma_schultei,Phasmatodea,Pseudophasmatidae,not found,GAWJ00000000.2,PRJNA219592,SAMN02047114,None,adult,None,None,0,0,None,adult,None
GAYV,liposcelis_bostrychophila,Psocoptera,Liposcelidae,found,GAYV00000000.2,PRJNA219573,SAMN02047187,None,None,None,None,0,0,None,None,None
GBPG,eucera_nigrescens,Hymenoptera,Apidae,not found,GBPG00000000.1,PRJNA252141,SAMN02870293,male,None,None,None,0,0,None,None,male
GBPG,eucera_nigrescens,Hymenoptera,Apidae,not found,GBPG00000000.1,PRJNA252141,SAMN02870293,None,adult,None,None,0,0,None,adult,None
GBPG,eucera_nigrescens,Hymenoptera,Apidae,not found,GBPG00000000.1,PRJNA252141,SAMN02870293,None,None,whole organism,whole organism,0,0,whole organism,None,None
GEOV,tegeticula_yuccasella,Lepidoptera,Prodoxidae,not found,GEOV00000000.1,PRJNA298054,SAMN04155523,None,adult,None,None,0,0,None,adult,None
GEOV,tegeticula_yuccasella,Lepidoptera,Prodoxidae,not found,GEOV00000000.1,PRJNA298054,SAMN04155523,None,None,abdomen,abdomen,0,0,abdomen,None,None
GBOR,syrphophilus_tricinctorius,Hymenoptera,Ichneumonidae,found,GBOR00000000.1,PRJNA252166,SAMN02870417,missing,None,None,None,0,0,None,None,undetermined sex
GBOR,syrphophilus_tricinctorius,Hymenoptera,Ichneumonidae,found,GBOR00000000.1,PRJNA252166,SAMN02870417,None,adult,None,None,0,0,None,adult,None
GBOR,syrphophilus_tricinctorius,Hymenoptera,Ichneumonidae,found,GBOR00000000.1,PRJNA252166,SAMN02870417,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBQG,megalodontes_cephalotes,Hymenoptera,Megalodontesidae,found,GBQG00000000.1,PRJNA252287,SAMN02870336,missing,None,None,None,0,0,None,None,undetermined sex
GBQG,megalodontes_cephalotes,Hymenoptera,Megalodontesidae,found,GBQG00000000.1,PRJNA252287,SAMN02870336,None,adult,None,None,0,0,None,adult,None
GBQG,megalodontes_cephalotes,Hymenoptera,Megalodontesidae,found,GBQG00000000.1,PRJNA252287,SAMN02870336,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBNC,telenomus,Hymenoptera,Scelionidae,found,GBNC00000000.1,PRJNA252183,SAMN02870422,missing,None,None,None,0,0,None,None,undetermined sex
GBNC,telenomus,Hymenoptera,Scelionidae,found,GBNC00000000.1,PRJNA252183,SAMN02870422,None,adult,None,None,0,0,None,adult,None
GBNC,telenomus,Hymenoptera,Scelionidae,found,GBNC00000000.1,PRJNA252183,SAMN02870422,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBND,buathra_laborator,Hymenoptera,Ichneumonidae,found,GBND00000000.1,PRJNA252196,SAMN02870227,female,None,None,None,0,0,None,None,female
GBND,buathra_laborator,Hymenoptera,Ichneumonidae,found,GBND00000000.1,PRJNA252196,SAMN02870227,None,adult,None,None,0,0,None,adult,None
GBND,buathra_laborator,Hymenoptera,Ichneumonidae,found,GBND00000000.1,PRJNA252196,SAMN02870227,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBLA,nomada_lathburiana,Hymenoptera,Apidae,not found,GBLA00000000.1,PRJNA252330,SAMN02870348,female,None,None,None,0,0,None,None,female
GBLA,nomada_lathburiana,Hymenoptera,Apidae,not found,GBLA00000000.1,PRJNA252330,SAMN02870348,None,adult,None,None,0,0,None,adult,None
GBLA,nomada_lathburiana,Hymenoptera,Apidae,not found,GBLA00000000.1,PRJNA252330,SAMN02870348,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAZB,lepicerus,Coleoptera,Lepiceridae,not found,GAZB00000000.2,PRJNA219569,SAMN02047192,None,None,None,None,0,0,None,None,None
GBPV,auplopus_albifrons,Hymenoptera,Pompilidae,found,GBPV00000000.1,PRJNA252258,SAMN02870219,missing,None,None,None,0,0,None,None,undetermined sex
GBPV,auplopus_albifrons,Hymenoptera,Pompilidae,found,GBPV00000000.1,PRJNA252258,SAMN02870219,None,adult,None,None,0,0,None,adult,None
GBPV,auplopus_albifrons,Hymenoptera,Pompilidae,found,GBPV00000000.1,PRJNA252258,SAMN02870219,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBMT,ammophila_sabulosa,Hymenoptera,Sphecidae,not found,GBMT00000000.1,PRJNA252224,SAMN02870205,female,None,None,None,0,0,None,None,female
GBMT,ammophila_sabulosa,Hymenoptera,Sphecidae,not found,GBMT00000000.1,PRJNA252224,SAMN02870205,None,adult,None,None,0,0,None,adult,None
GBMT,ammophila_sabulosa,Hymenoptera,Sphecidae,not found,GBMT00000000.1,PRJNA252224,SAMN02870205,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBLU,oxybelus_bipunctatus,Hymenoptera,Crabronidae,not found,GBLU00000000.1,PRJNA252321,SAMN02870362,missing,None,None,None,0,0,None,None,undetermined sex
GBLU,oxybelus_bipunctatus,Hymenoptera,Crabronidae,not found,GBLU00000000.1,PRJNA252321,SAMN02870362,None,adult,None,None,0,0,None,adult,None
GBLU,oxybelus_bipunctatus,Hymenoptera,Crabronidae,not found,GBLU00000000.1,PRJNA252321,SAMN02870362,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAWZ,gryllotalpa,Orthoptera,Gryllotalpidae,not found,GAWZ00000000.2,PRJNA219562,SAMN02047167,None,None,None,None,0,0,None,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679940,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679941,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679942,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679943,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679944,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679945,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679946,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679947,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679948,female,None,None,None,0,0,None,None,female
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679940,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679941,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679942,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679943,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679944,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679945,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679946,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679947,None,None,whole body,whole body,0,0,whole organism,None,None
GARQ,bemisia_tabaci,Hemiptera,Aleyrodidae,not found,GARQ00000000.1,PRJNA232955,SAMN02679948,None,None,whole body,whole body,0,0,whole organism,None,None
GAYM,calopteryx_splendens,Odonata,Calopterygidae,not found,GAYM00000000.2,PRJNA219534,SAMN02047184,None,adult,None,None,0,0,None,adult,None
GBGV,polistes_metricus,Hymenoptera,Vespidae,found,GBGV00000000.1,PRJNA242774,SAMN02055564,None,None,None,None,0,0,None,None,None
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222160,None,adult,None,None,0,0,None,adult,None
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222160,female,None,None,None,0,0,None,None,female
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222161,None,adult,None,None,0,0,None,adult,None
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222161,female,None,None,None,0,0,None,None,female
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222162,None,adult,None,None,0,0,None,adult,None
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222162,male,None,None,None,0,0,None,None,male
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222163,None,adult,None,None,0,0,None,adult,None
GAKB,bactrocera_oleae,Diptera,Tephritidae,not found,GAKB00000000.1,PRJNA195424,SAMN02222163,male,None,None,None,0,0,None,None,male
GBJX,adelges_tsugae,Hemiptera,Adelgidae,not found,GBJX00000000.1,PRJNA242203,SAMN02776975,not determined,None,None,None,0,0,None,None,undetermined sex
GBJX,adelges_tsugae,Hemiptera,Adelgidae,not found,GBJX00000000.1,PRJNA242203,SAMN02776975,None,"l5 larvae, pupae and adults",None,None,0,0,None,all stages,None
GBJX,adelges_tsugae,Hemiptera,Adelgidae,not found,GBJX00000000.1,PRJNA242203,SAMN02776975,None,None,entire body,entire body,0,0,whole organism,None,None
GBZJ,antheraea_yamamai,Lepidoptera,Saturniidae,not found,GBZJ00000000.1,PRJNA269319,SAMN03252610,not collected,None,None,None,0,0,None,None,undetermined sex
GBZJ,antheraea_yamamai,Lepidoptera,Saturniidae,not found,GBZJ00000000.1,PRJNA269319,SAMN03252610,None,None,silk glands,silk glands,0,0,silk glands,None,None
GBBQ,teleopsis_whitei,Diptera,Diopsidae,not found,GBBQ00000000.1,PRJNA241109,SAMN02427181,None,all development stages,None,None,0,0,None,all stages,None
GAWI,delia_antiqua,Diptera,Anthomyiidae,not found,GAWI00000000.1,PRJNA208983,SAMN02009276,None,None,None,None,0,0,None,None,None
GBOI,camptopoeum_sacrum,Hymenoptera,Andrenidae,not found,GBOI00000000.1,PRJNA252153,SAMN02870228,missing,None,None,None,0,0,None,None,undetermined sex
GBOI,camptopoeum_sacrum,Hymenoptera,Andrenidae,not found,GBOI00000000.1,PRJNA252153,SAMN02870228,None,adult,None,None,0,0,None,adult,None
GBOI,camptopoeum_sacrum,Hymenoptera,Andrenidae,not found,GBOI00000000.1,PRJNA252153,SAMN02870228,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBOU,liris,Hymenoptera,Crabronidae,not found,GBOU00000000.1,PRJNA252147,SAMN02870330,missing,None,None,None,0,0,None,None,undetermined sex
GBOU,liris,Hymenoptera,Crabronidae,not found,GBOU00000000.1,PRJNA252147,SAMN02870330,None,adult,None,None,0,0,None,adult,None
GBOU,liris,Hymenoptera,Crabronidae,not found,GBOU00000000.1,PRJNA252147,SAMN02870330,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAUI,xanthostigma_xanthostigma,Raphidioptera,Raphidiidae,not found,GAUI00000000.2,PRJNA219617,SAMN02047106,female,None,None,None,0,0,None,None,female
GAUI,xanthostigma_xanthostigma,Raphidioptera,Raphidiidae,not found,GAUI00000000.2,PRJNA219617,SAMN02047106,None,adult,None,None,0,0,None,adult,None
GBPS,hylaeus_variegatus,Hymenoptera,Colletidae,not found,GBPS00000000.1,PRJNA252252,SAMN02870316,missing,None,None,None,0,0,None,None,undetermined sex
GBPS,hylaeus_variegatus,Hymenoptera,Colletidae,not found,GBPS00000000.1,PRJNA252252,SAMN02870316,None,adult,None,None,0,0,None,adult,None
GBPS,hylaeus_variegatus,Hymenoptera,Colletidae,not found,GBPS00000000.1,PRJNA252252,SAMN02870316,None,None,whole organism,whole organism,0,0,whole organism,None,None
GCJP,biston_suppressaria,Lepidoptera,Geometridae,not found,GCJP00000000.1,PRJNA273898,SAMN03982873,female,None,None,None,0,0,None,None,female
GCJP,biston_suppressaria,Lepidoptera,Geometridae,not found,GCJP00000000.1,PRJNA273898,SAMN03982873,None,None,whole individual,whole individual,0,0,whole organism,None,None
GATI,bombylius_major,Diptera,Bombyliidae,found,GATI00000000.2,PRJNA219532,SAMN03018261,None,None,missing,missing,0,0,undetermined tissue,None,None
GACV,philopotamus_ludificatus,Trichoptera,Philopotamidae,not found,GACV00000000.1,PRJNA181031,SAMN01774155,None,None,whole organism,whole organism,0,0,whole organism,None,None
GELL,megalopta_genalis,Hymenoptera,Halictidae,not found,GELL00000000.1,PRJNA282469,SAMN04577829,None,None,midgut,midgut,0,0,midgut,None,None
GELL,megalopta_genalis,Hymenoptera,Halictidae,not found,GELL00000000.1,PRJNA282469,SAMN04577824,None,None,foregut,foregut,0,0,foregut,None,None
GELL,megalopta_genalis,Hymenoptera,Halictidae,not found,GELL00000000.1,PRJNA282469,SAMN04577835,None,None,foregut,foregut,0,0,foregut,None,None
GBQM,colpa_sexmaculata,Hymenoptera,Scoliidae,not found,GBQM00000000.1,PRJNA252303,SAMN02870268,male,None,None,None,0,0,None,None,male
GBQM,colpa_sexmaculata,Hymenoptera,Scoliidae,not found,GBQM00000000.1,PRJNA252303,SAMN02870268,None,adult,None,None,0,0,None,adult,None
GBQM,colpa_sexmaculata,Hymenoptera,Scoliidae,not found,GBQM00000000.1,PRJNA252303,SAMN02870268,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAWE,ramulus_artemis,Phasmatodea,Phasmatidae,not found,GAWE00000000.1,PRJNA238833,SAMN02646413,female,None,None,None,0,0,None,None,female
GAWE,ramulus_artemis,Phasmatodea,Phasmatidae,not found,GAWE00000000.1,PRJNA238833,SAMN02646413,None,None,midgut,midgut,0,0,midgut,None,None
GBVL,passaloecus_eremita,Hymenoptera,Crabronidae,not found,GBVL00000000.1,PRJNA252213,SAMN02870368,female,None,None,None,0,0,None,None,female
GBVL,passaloecus_eremita,Hymenoptera,Crabronidae,not found,GBVL00000000.1,PRJNA252213,SAMN02870368,None,adult,None,None,0,0,None,adult,None
GBVL,passaloecus_eremita,Hymenoptera,Crabronidae,not found,GBVL00000000.1,PRJNA252213,SAMN02870368,None,None,whole organism,whole organism,0,0,whole organism,None,None
GEMI,pedicia_vetusta,Diptera,Pediciidae,found,GEMI00000000.1,PRJNA319613,SAMN04901562,None,None,whole organism,whole organism,0,0,whole organism,None,None
GATJ,bibio_marci,Diptera,Bibionidae,not found,GATJ00000000.2,PRJNA219529,SAMN02047145,None,adult,None,None,0,0,None,adult,None
GBWP,nomia_diversipes,Hymenoptera,Halictidae,not found,GBWP00000000.1,PRJNA252293,SAMN02870349,male,None,None,None,0,0,None,None,male
GBWP,nomia_diversipes,Hymenoptera,Halictidae,not found,GBWP00000000.1,PRJNA252293,SAMN02870349,None,adult,None,None,0,0,None,adult,None
GBWP,nomia_diversipes,Hymenoptera,Halictidae,not found,GBWP00000000.1,PRJNA252293,SAMN02870349,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBLY,eucera_plumigera,Hymenoptera,Apidae,not found,GBLY00000000.1,PRJNA252119,SAMN02870294,male,None,None,None,0,0,None,None,male
GBLY,eucera_plumigera,Hymenoptera,Apidae,not found,GBLY00000000.1,PRJNA252119,SAMN02870294,None,adult,None,None,0,0,None,adult,None
GBLY,eucera_plumigera,Hymenoptera,Apidae,not found,GBLY00000000.1,PRJNA252119,SAMN02870294,None,None,whole organism,whole organism,0,0,whole organism,None,None
GALA,psorophora_albipes,Diptera,Culicidae,not found,GALA00000000.1,PRJNA208958,SAMN01180348,None,None,None,None,0,0,None,None,None
GBNB,stizus_continuus,Hymenoptera,Crabronidae,not found,GBNB00000000.1,PRJNA252182,SAMN02870413,male,None,None,None,0,0,None,None,male
GBNB,stizus_continuus,Hymenoptera,Crabronidae,not found,GBNB00000000.1,PRJNA252182,SAMN02870413,None,adult,None,None,0,0,None,adult,None
GBNB,stizus_continuus,Hymenoptera,Crabronidae,not found,GBNB00000000.1,PRJNA252182,SAMN02870413,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBQP,halictus_quadricinctus,Hymenoptera,Halictidae,not found,GBQP00000000.1,PRJNA252292,SAMN02870307,female,None,None,None,0,0,None,None,female
