TSA,tsa_id,tax_id,species,family_id,family_name,order_id,order_name,bioproject,biosample,keywords,raw_tissue,raw_sex,raw_stage,clean_tissue,clean_sex,clean_stage,brain,germline,egg,larvae,pupae,juvenil,adult
GFPV,GFPV00000000.1,170555,Timema monikensis,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268505,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPV,GFPV00000000.1,170555,Timema monikensis,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268506,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPR,GFPR00000000.1,629358,Timema genevievae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268501,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPR,GFPR00000000.1,629358,Timema genevievae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268502,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPR,GFPR00000000.1,629358,Timema genevievae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268503,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268507,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268508,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268509,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268510,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268511,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268512,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268513,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268514,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPW,GFPW00000000.1,61482,Timema podura,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268515,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPU,GFPU00000000.1,61478,Timema douglasi,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268498,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPU,GFPU00000000.1,61478,Timema douglasi,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268499,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPU,GFPU00000000.1,61478,Timema douglasi,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268500,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268480,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268481,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268482,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268483,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268484,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268485,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268486,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268487,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPT,GFPT00000000.1,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268488,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268489,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268490,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268491,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268492,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268493,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268494,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268495,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268496,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPS,GFPS00000000.1,61474,Timema californicum,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268497,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268471,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268472,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268473,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268474,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268475,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268476,"['whole body', 'adult', 'female']",whole body,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268477,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268478,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFPP,GFPP00000000.1,61472,Timema bartmani,213546.0,Timematidae,7020,Phasmatodea,PRJNA380865,SAMN07268479,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936755,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936756,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936757,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936758,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936759,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936760,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936761,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936762,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936763,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936764,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936765,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936766,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936767,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936768,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936769,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936770,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936771,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936772,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936773,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936774,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936775,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936776,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936777,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936778,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936779,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936780,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936781,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936782,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936783,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936784,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936785,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936786,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936787,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936788,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936789,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMS,GGMS00000000.1,143950,Sipha flava,27482.0,Aphididae,7524,Hemiptera,PRJNA450380,SAMN08936790,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMW,GGMW00000000.1,480707,Adoxophyes orana,7139.0,Tortricidae,7088,Lepidoptera,PRJNA453816,SAMN08990898,['whole body'],whole body,None,None,whole organism,None,None,0,0,0,0,0,0,0
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929943,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929944,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929945,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929946,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929947,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929948,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929949,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929950,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929951,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929952,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929953,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929954,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929955,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929956,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929957,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929958,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929959,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929960,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929961,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929962,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929963,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929964,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929965,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929966,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929967,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929968,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929969,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929970,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929971,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929972,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929973,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929974,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929975,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929976,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929977,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMR,GGMR00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA450085,SAMN08929978,"['whole body', 'adult']",whole body,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GGMY,GGMY00000000.1,252295,Carposina sasakii,252293.0,Carposinidae,7088,Lepidoptera,PRJNA451081,SAMN08957719,['whole body'],whole body,None,None,whole organism,None,None,0,0,0,0,0,0,0
GGLV,GGLV00000000.1,36955,Panchlora nivea,6979.0,Blaberidae,85823,Blattodea,PRJNA445562,SAMN08793646,"['whole body', 'adult', 'male']",whole body,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GEOI,GEOI00000000.1,197179,Cylas formicarius,122754.0,Brentidae,7041,Coleoptera,PRJNA322367,SAMN05161781,"['whole body', 'female']",whole body,female,None,whole organism,female,None,0,0,0,0,0,0,0
GEOI,GEOI00000000.1,197179,Cylas formicarius,122754.0,Brentidae,7041,Coleoptera,PRJNA322367,SAMN05161782,['whole body'],whole body,None,None,whole organism,None,None,0,0,0,0,0,0,0
GEOI,GEOI00000000.1,197179,Cylas formicarius,122754.0,Brentidae,7041,Coleoptera,PRJNA322367,SAMN05161783,['whole body'],whole body,None,None,whole organism,None,None,0,0,0,0,0,0,0
GEOI,GEOI00000000.1,197179,Cylas formicarius,122754.0,Brentidae,7041,Coleoptera,PRJNA322367,SAMN05161784,['whole body'],whole body,None,None,whole organism,None,None,0,0,0,0,0,0,0
GEOI,GEOI00000000.1,197179,Cylas formicarius,122754.0,Brentidae,7041,Coleoptera,PRJNA322367,SAMN05161785,['whole body'],whole body,None,None,whole organism,None,None,0,0,0,0,0,0,0
GEOI,GEOI00000000.1,197179,Cylas formicarius,122754.0,Brentidae,7041,Coleoptera,PRJNA322367,SAMN05161786,['whole body'],whole body,None,None,whole organism,None,None,0,0,0,0,0,0,0
GGCK,GGCK00000000.1,375433,Microplitis mediator,7402.0,Braconidae,7399,Hymenoptera,PRJNA396461,SAMN07426834,"['whole body', 'female']",whole body,female,None,whole organism,female,None,0,0,0,0,0,0,0
